"size" "max_diss" "av_diss" "isolation"
"1" 44 2.87280204229321 1.73862322665432 0.304184750150512
"2" 43 3.56296420487227 1.93121411222767 0.377262115697032
"3" 43 3.92506967635115 2.75108722423389 0.400356422463732
"4" 43 2.88637096096473 1.81347690366547 0.325392974684199
"5" 43 3.83212489470259 2.17507903102709 0.435979027535509
"6" 43 3.93776435991935 2.43335592570863 0.410175421019037
"7" 43 3.90251070616371 2.16933211233399 0.439946765190263
"8" 43 3.26432916761204 1.93713606289952 0.371381177586006
"9" 43 4.23760515509784 2.44561840450422 0.456064643613206
"10" 43 3.64138101122137 2.05395875101606 0.365863405698142
