"V1" "V2" "V3"
"sim.gene1.fasta" 0.000695770713672789 -0.000140315137153606 0.00486622563318946
"sim.gene10.fasta" -0.00676731910839903 0.00197129335361741 -0.00295250065867176
"sim.gene100.fasta" -0.00583987227441999 0.000653537152012654 0.00637432619698558
"sim.gene101.fasta" -0.00283214420432198 -0.00834142101652272 -0.00239084502678789
"sim.gene102.fasta" -0.0146984597406455 0.00306879503932273 -0.000411445470698903
"sim.gene103.fasta" -0.000817891561666537 -0.00190196664363397 0.0100134528177668
"sim.gene104.fasta" 0.00546954282706418 -0.00709923601419188 -0.00364332842966546
"sim.gene105.fasta" -0.00278721738466248 0.000347459981060729 1.31317025191837e-05
"sim.gene106.fasta" 0.0168630341710774 -0.00822025357314146 0.011542040946989
"sim.gene107.fasta" -0.0190980446928292 -0.00456380179867718 -0.0127523616475313
"sim.gene108.fasta" 0.00130970531371442 -0.000673320201919377 -0.00239987214031567
"sim.gene109.fasta" -0.00565726405740165 0.00239620064115279 0.0132113906286674
"sim.gene11.fasta" 0.000388471561639537 0.00741035591680399 0.00802852457577649
"sim.gene110.fasta" 0.00136298407496649 -0.000833723526573381 0.000704679715332737
"sim.gene111.fasta" -0.0055868826737097 -0.00286154715466726 -0.000140883945299761
"sim.gene112.fasta" -0.00408231545666227 0.00544443376714682 -0.00410631803618297
"sim.gene113.fasta" -0.00426473961895864 0.00661851906932937 0.00226576363496042
"sim.gene114.fasta" -0.00417643204538023 0.00781152630338327 0.00634505427346039
"sim.gene115.fasta" -0.00286541491282416 -0.000528519702591987 0.00426772728443039
"sim.gene116.fasta" -0.00574995464793106 0.00367838111264961 -0.00357768444960516
"sim.gene117.fasta" 0.00129383299193064 0.00106916808271199 0.00470375747333898
"sim.gene118.fasta" -0.00551324260880592 -0.00856623069003748 -0.00452582069114606
"sim.gene119.fasta" 0.00212761537060731 -0.00615892939217081 -0.00711852972419101
"sim.gene12.fasta" -0.00351115394961985 -0.00812761677456761 -0.00270734374753241
"sim.gene120.fasta" -0.0127849460619819 -0.000668762066937053 0.00538687893452088
"sim.gene122.fasta" 0.00793319884527699 -0.00576346748591011 -0.00291237380742251
"sim.gene123.fasta" -0.00603988303963964 0.00458255342454449 -0.0083214236982193
"sim.gene124.fasta" 0.0022640829123975 -0.00937599042174035 0.013477718144715
"sim.gene125.fasta" -0.00508248263047478 0.00902381531459589 0.000484495898182843
"sim.gene126.fasta" -0.000455372799480937 -0.00361978614287965 0.00420358857399223
"sim.gene127.fasta" -0.00306513647495567 -0.00163409481995183 -0.00148147155014774
"sim.gene128.fasta" 0.00774842284845717 -0.00678344950371687 -0.00159584314983599
"sim.gene129.fasta" 0.00544586608076967 -0.0070070923641559 0.000241051542225576
"sim.gene13.fasta" -0.00453561198139301 0.00068540135389454 0.00194827094012076
"sim.gene130.fasta" 0.0112906305198652 0.0019521641945139 0.0183956605785684
"sim.gene131.fasta" -0.00958837720714762 0.00985223227358221 -0.000725688251950461
"sim.gene132.fasta" -0.00010016971459901 -0.00174492256622014 -0.00148936093646481
"sim.gene134.fasta" 0.00236951311544393 -0.00519970199937562 0.00312596020716045
"sim.gene137.fasta" 0.00739543615529085 -0.00183273486554255 -0.0023008105315792
"sim.gene138.fasta" 0.000224190396257579 0.00274079304097882 -0.0048985961055926
"sim.gene139.fasta" 0.00369886619013328 -0.00312794855351736 0.00342905949646088
"sim.gene14.fasta" -0.00681492035682463 0.00385566899423807 0.00488087598013112
"sim.gene140.fasta" 0.000792119209681242 -0.00446573872557315 0.00356310891803975
"sim.gene141.fasta" 0.00329044388007424 -0.00589560474418139 2.75360935954437e-05
"sim.gene142.fasta" 0.00940844152939393 0.00700030180538466 -0.0112396655078949
"sim.gene143.fasta" -0.00453536647723558 0.00282811243484035 0.00717342205025875
"sim.gene144.fasta" -0.00301262461790026 -0.000848089564067486 0.00088256388138775
"sim.gene145.fasta" 0.00158264283689101 0.000378170038659521 -0.0027806633429189
"sim.gene146.fasta" -0.00204922593142062 -0.00536847750484348 0.00463168259295739
"sim.gene147.fasta" -0.00221649295377887 -0.0080627731652428 -0.00780623679914359
"sim.gene148.fasta" -0.00334707920699348 -0.00548766142977282 0.00393706736938891
"sim.gene15.fasta" -0.00501643489175778 0.00142910834736484 0.00369536975644422
"sim.gene150.fasta" -0.00585555073868194 0.00102161543466283 -0.00750511833759612
"sim.gene151.fasta" 0.00647081525687308 0.000153636102058181 0.00534069236354931
"sim.gene152.fasta" 0.0141692350213234 0.00867086781493643 0.00351741919396486
"sim.gene153.fasta" -0.00169099748270922 0.00287266829355454 0.00258859107515083
"sim.gene154.fasta" -0.0061677425851861 -0.00373483894705822 0.00477394656204912
"sim.gene155.fasta" -0.012227379609945 0.00597427616075091 -0.00106088784511518
"sim.gene156.fasta" -2.27528133296986e-05 -0.00656088662987511 -0.000213695534792948
"sim.gene157.fasta" -0.00111887136050142 0.00708198533198454 -0.00625648853076579
"sim.gene158.fasta" -0.0208167609981238 -0.00144378133001498 0.000797787471505051
"sim.gene159.fasta" -0.0209883662626204 0.00858801441775872 -9.77762764183687e-05
"sim.gene16.fasta" 0.0057237733076468 -0.000463485440662718 -0.0069108475120319
"sim.gene161.fasta" 0.00503588412571329 -9.32624155120295e-05 -0.00399216782820078
"sim.gene162.fasta" 0.0130792758334906 0.000354850981911242 0.006719681068619
"sim.gene163.fasta" 0.0141850272994805 0.00187827347420572 0.00393651512265982
"sim.gene164.fasta" -0.00513280486343819 0.00239269701642367 -0.00420906597629669
"sim.gene165.fasta" 0.00644218599890329 0.00185057365889158 -0.00242236312192105
"sim.gene166.fasta" 0.00644934251422952 -0.00904752677614581 -0.00225701854440284
"sim.gene167.fasta" 0.00122408130721039 0.00124245117318253 0.00117642836018697
"sim.gene168.fasta" 0.00261877849586568 -0.00307876759164986 0.00141988235239051
"sim.gene169.fasta" 0.00245914319165393 0.0037231282668062 -0.00130830564309544
"sim.gene17.fasta" -0.0236877788717961 0.00433348671461596 -0.00163545824406172
"sim.gene170.fasta" -0.00106628422409084 0.00341486979419729 0.00285505264958516
"sim.gene171.fasta" 0.00363500602983563 -0.00222139497648669 0.00298337442504114
"sim.gene172.fasta" 0.00364247821094296 -0.00505429611740579 0.0129355770366595
"sim.gene173.fasta" -0.00585814041694976 0.00902484386928388 -0.00607592800243136
"sim.gene174.fasta" 0.000921534274858436 0.00237455592601716 -0.00273492128356789
"sim.gene175.fasta" -0.00212625190487511 -0.000414036272280803 0.00358492558738699
"sim.gene176.fasta" 0.00270195190191322 -0.00312215232717416 0.00158599074679923
"sim.gene177.fasta" -0.0120790343772222 -0.0201239660895432 0.0163365023193641
